"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","pi00",,,,"User:","daniel"
"Cmdline:","dstat --output 4W32B3R-2.log",,,,"Date:","13 Jun 2015 15:39:57 PDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
22.069,2.170,73.575,1.570,0.000,0.615,1241750.750,1362472.794,0.0,0.0,0.0,7.865,1203.780,654.696
1.720,0.491,97.789,0.0,0.0,0.0,0.0,0.0,52.0,86.0,0.0,0.0,499.0,433.0
1.238,0.248,98.515,0.0,0.0,0.0,0.0,0.0,92.0,543.0,0.0,0.0,505.0,458.0
1.235,0.741,98.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,434.0
0.746,0.746,98.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,446.0
1.481,0.741,97.778,0.0,0.0,0.0,0.0,65536.0,184.0,543.0,0.0,0.0,557.0,490.0
2.506,2.256,94.737,0.251,0.0,0.251,827392.0,0.0,2109.0,2232.0,0.0,0.0,651.0,621.0
30.198,2.970,66.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0,680.0
25.862,0.985,72.906,0.0,0.0,0.246,0.0,0.0,92.0,543.0,0.0,0.0,649.0,621.0
24.752,2.475,72.277,0.495,0.0,0.0,196608.0,0.0,0.0,0.0,0.0,0.0,747.0,831.0
29.369,2.913,67.718,0.0,0.0,0.0,122880.0,0.0,0.0,0.0,0.0,0.0,711.0,645.0
26.500,2.500,71.0,0.0,0.0,0.0,0.0,204800.0,92.0,543.0,0.0,0.0,674.0,577.0
25.432,3.457,70.864,0.247,0.0,0.0,32768.0,0.0,0.0,0.0,0.0,0.0,661.0,557.0
25.871,3.234,70.896,0.0,0.0,0.0,65536.0,0.0,0.0,0.0,0.0,0.0,667.0,523.0
30.198,2.228,67.574,0.0,0.0,0.0,0.0,0.0,92.0,543.0,0.0,0.0,665.0,577.0
31.920,2.494,65.087,0.499,0.0,0.0,188416.0,32768.0,142.0,93.0,0.0,0.0,798.0,755.0
29.676,2.494,67.830,0.0,0.0,0.0,8192.0,0.0,0.0,0.0,0.0,0.0,668.0,567.0
30.500,4.0,65.500,0.0,0.0,0.0,24576.0,40960.0,92.0,543.0,0.0,0.0,775.0,742.0
33.835,3.258,62.907,0.0,0.0,0.0,65536.0,0.0,0.0,0.0,0.0,0.0,1032.0,1377.0
25.758,4.040,70.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.0,941.0
33.002,2.233,64.268,0.248,0.0,0.248,49152.0,32768.0,1367.0,1383.0,0.0,0.0,1015.0,1239.0
39.848,4.822,54.822,0.508,0.0,0.0,598016.0,0.0,1353.0,1836.0,0.0,0.0,1594.0,2458.0
26.786,2.806,70.153,0.255,0.0,0.0,73728.0,114688.0,9527.0,2283.0,0.0,0.0,891.0,1050.0
29.146,2.261,68.090,0.503,0.0,0.0,434176.0,0.0,792.0,1688.0,0.0,0.0,1222.0,1535.0
30.673,5.237,62.095,1.746,0.0,0.249,2088960.0,57344.0,27079.0,9320.0,0.0,0.0,1533.0,1876.0
20.759,2.025,76.203,1.013,0.0,0.0,1105920.0,0.0,4469.0,1640.0,0.0,0.0,1119.0,1171.0
31.220,3.659,63.902,1.220,0.0,0.0,1531904.0,0.0,92.0,543.0,0.0,0.0,1387.0,1635.0
32.754,4.218,62.531,0.496,0.0,0.0,630784.0,0.0,39360.0,4186.0,0.0,0.0,1347.0,1731.0
43.532,2.736,52.488,0.995,0.0,0.249,1679360.0,204800.0,0.0,0.0,0.0,0.0,1496.0,1942.0
25.616,3.941,69.951,0.493,0.0,0.0,409600.0,0.0,92.0,543.0,0.0,0.0,1017.0,1186.0
26.131,2.513,70.603,0.754,0.0,0.0,679936.0,0.0,0.0,0.0,0.0,0.0,1089.0,1304.0
33.673,2.296,62.500,1.020,0.0,0.510,827392.0,0.0,105780.0,5287.0,0.0,0.0,1589.0,2197.0
46.292,3.581,31.458,18.159,0.0,0.512,29032448.0,0.0,580.0,1575.0,0.0,0.0,1863.0,2306.0
81.750,7.500,7.500,3.250,0.0,0.0,26476544.0,32768.0,0.0,0.0,0.0,0.0,1765.0,2035.0
91.479,3.759,4.762,0.0,0.0,0.0,3407872.0,0.0,52.0,156.0,0.0,0.0,1148.0,1076.0
95.466,3.023,1.511,0.0,0.0,0.0,5505024.0,16384.0,92.0,543.0,0.0,0.0,1192.0,1141.0
93.017,2.244,4.738,0.0,0.0,0.0,5767168.0,0.0,52.0,365.0,0.0,0.0,1174.0,1128.0
90.773,3.741,4.988,0.0,0.0,0.499,3670016.0,0.0,52.0,3001.0,0.0,0.0,1135.0,1186.0
93.216,2.764,3.518,0.0,0.0,0.503,5570560.0,0.0,362.0,621.0,0.0,0.0,1162.0,1129.0
92.732,3.008,3.759,0.0,0.0,0.501,6029312.0,40960.0,0.0,0.0,0.0,0.0,1166.0,1148.0
92.020,2.244,5.486,0.0,0.0,0.249,6553600.0,376832.0,76.0,102.0,0.0,0.0,1357.0,1215.0
87.129,2.723,9.901,0.0,0.0,0.248,5505024.0,0.0,168.0,645.0,0.0,0.0,1151.0,1102.0
94.514,2.244,3.242,0.0,0.0,0.0,4980736.0,0.0,52.0,156.0,0.0,0.0,1132.0,1071.0
93.766,3.491,2.743,0.0,0.0,0.0,5242880.0,0.0,0.0,0.0,0.0,0.0,1140.0,1066.0
93.750,2.750,3.500,0.0,0.0,0.0,4980736.0,0.0,92.0,543.0,0.0,0.0,1147.0,1072.0
89.474,3.509,7.018,0.0,0.0,0.0,5242880.0,98304.0,46.0,50.0,0.0,0.0,1182.0,1109.0
93.564,2.723,3.713,0.0,0.0,0.0,5890048.0,0.0,168.0,102.0,0.0,0.0,1177.0,1106.0
94.724,1.759,3.266,0.0,0.0,0.251,4980736.0,0.0,92.0,543.0,0.0,0.0,1157.0,1118.0
