Sat Jun 13 05:07:07 PDT 2015,sun.util.calendar.ZoneInfo[id="America/Los_Angeles",offset=-28800000,dstSavings=3600000,useDaylight=true,transitions=185,lastRule=java.util.SimpleTimeZone[id=America/Los_Angeles,offset=-28800000,dstSavings=3600000,useDaylight=true,startYear=0,startMode=3,startMonth=2,startDay=8,startDayOfWeek=1,startTime=7200000,startTimeMode=0,endMode=3,endMonth=10,endDay=1,endDayOfWeek=1,endTime=7200000,endTimeMode=0]]
Score,Message Content
0.0,"""#MTVAwardsStar Emma 83"""
0.0,"""RT @AnnaLuGama: @mjsrego @diraholanda #DilmaNoProgramaDoJO"""
0.0,"""@raiga_romsen RFBという名の単発武器にモニターの設定で真ん中に標準つけたらいい感じにキルできるな"""
104.07328297755026,"""These antibiotics are killing me off"""
72.18895328438302,"""Debug: Out sent at Sat, 13 Jun 2015 13:08:43 +0100"""
0.0,"""@sakura11291 効いてる効いてるｗ"""

0.0,"""さっきナヴィに目がアムロ・レイに似てるって言われた。そんなに似てるか？(´・ω・｀)"""
15.184841956064684,"""RT @1DLover2793: I want to win @EuphoricLJPayne Larry sweatshirt giveaway. #BeccaGA  🐱💜🐱💙🐱💜🐱💙🐱💜🐱💙🐱💜🐱💙🐱💜🐱💙"""
0.0,"""受験生なんで～"""
0.0,"""@nakamura_miyuki твои пятки я тоже умею щекотать"""
0.0,"""無表情の女の子にいたずらしたみ"""
47.31818218920645,"""RT @catherinemarche: @ellenchristine so love this hat !!!"""
7.531025905338262,"""RT @JensJ_: Liever eeuwig single dan dit ooit te moeten meemaken 😷 http://t.co/eam4ZdL1EU"""
105.22423817282277,"""RT @LesbivnMvfia: Love isn't for everybody 😕 sometimes you gotta let shit go and not let your loyalty make a fool out of you💯"""
0.0,"""@dqx_pukupurin こちらこそフォロバありがとです！全然構わないですよー！wこれからよろしくです（≧∇≦）"""
115.7103398900665,"""@hlonir where you headed dawg?"""
0.0,"""RT @OM3WAIS: و الله ما كان الفراق اختياري 👋😉💔 http://t.co/eTQOWpljoa"""
0.0,"""@oofuri_ong 헉ㄱ 이제봄 하자하자"""
0.0,"""RT @OISHI_MASAHIRO: 一蘭 https://t.co/5eNU43t7mo"""
0.0,"""RT @Japan_music_xx: erica☞『あなたへ贈る歌』 http://t.co/MlhoL147mP"""
0.0,"""@masuduffy1 静岡は当たるら！笑 ハイスピ新情報待ってます＿＿†＿＿"""
0.0,"""@Hachi0108Koyu でも実際あーしんとこも長続きしてるとこないけどねwwwwwwwwwwww"""
0.0,"""ย้อนเวลากลับไปไม่ได้แล้วใช่มั้ย?"""
0.0,"""RT @FRISK_3: 女の子と遊びたいですね"""
47.37325222394228,""""@skl_njh: LIAM IS DRESSED LIKE X FACTOR NIALL IM LAUGHING SO HARD http://t.co/gXGbTHkd0v" IM ON THE FLOOR OMG"""
0.0,"""RT @SaRangKiBum: คำว่า "ขอโทษนะคะ ขอทางหน่อย" ความหมายคือ ช่วยขยับออกหน่อย กูจะไป ขยับออกจากตรงนี้ทีเถอะ ไม่ใช่โยกตัว3เซน แล้วตีนกับตัวมึง…"""
0.0,"""乃木坂じゃなくてななみんが好き やっぱワンオクには勝てないなー"""
38.636318331894195,"""RT @mcitywrestling: Up next is the third Intercommonwealth tournament match! @JoshuaShooter vs @DowieJames! #MCWHorizons #Melbourne #Wrestl…"""
0.0,"""TETSUYAさんが J.S.B.着てる〜😁❤ https://t.co/YJ73oJIlBG"""
0.0,"""@shaunhoward57 Twelcome !"""
0.0,"""RT @dreamingyu_0406: 150613 영등포 팬싸 - #민규 #세븐틴 #MINGYU #SEVENTEEN @pledis_17 http://t.co/zAWurC5Tms"""
0.0,"""RT @chinunjenn: ยังไม่มีจะกิน อย่าเพิ่งดัดจริตสโลว์ไลฟ์555555"""
0.0,"""RT @BUBBLETEAHOLIC: (VID) 150613  เซฮุนพยายามพูดจีน แต่พูดไม่ได้ เลย์พาไปสอนนอกรอบ พอกลับมาพูดได้ เสยผมทำเป็นเข้ม 555555 cr:CrissySoon http…"""
