"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","pi02",,,,"User:","daniel"
"Cmdline:","dstat --output str_4W_0SCR_noModelBuilder.log",,,,"Date:","13 Jun 2015 04:57:34 PDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
2.673,0.138,96.783,0.358,0.000,0.048,112191.120,130249.403,0.0,0.0,0.0,0.830,421.869,175.944
0.251,0.0,99.248,0.251,0.0,0.251,0.0,0.0,0.0,0.0,0.0,0.0,486.0,454.0
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,447.0
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,138.0,543.0,0.0,0.0,493.0,464.0
0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,444.0
0.251,0.0,99.749,0.0,0.0,0.0,0.0,65536.0,0.0,0.0,0.0,0.0,507.0,473.0
0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,138.0,543.0,0.0,0.0,517.0,481.0
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,465.0
0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,52.0,366.0,0.0,0.0,503.0,432.0
8.883,1.777,89.086,0.254,0.0,0.0,794624.0,0.0,2196.0,2411.0,0.0,0.0,709.0,686.0
31.139,0.759,68.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,626.0
25.564,0.0,74.436,0.0,0.0,0.0,0.0,196608.0,0.0,0.0,0.0,0.0,631.0,546.0
23.678,4.030,72.292,0.0,0.0,0.0,24576.0,0.0,92.0,543.0,0.0,0.0,795.0,849.0
28.571,0.752,70.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,573.0
27.525,1.263,71.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0,583.0
26.952,1.259,71.788,0.0,0.0,0.0,0.0,0.0,92.0,543.0,0.0,0.0,651.0,550.0
28.608,0.759,70.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,532.0
27.750,2.250,69.750,0.250,0.0,0.0,0.0,106496.0,142.0,93.0,0.0,0.0,691.0,599.0
33.500,1.0,65.250,0.250,0.0,0.0,81920.0,0.0,92.0,543.0,0.0,0.0,769.0,666.0
34.925,1.759,63.317,0.0,0.0,0.0,0.0,65536.0,0.0,0.0,0.0,0.0,723.0,597.0
28.463,1.511,70.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.0,1024.0
30.402,3.015,66.583,0.0,0.0,0.0,0.0,0.0,92.0,543.0,0.0,0.0,897.0,1101.0
31.726,1.777,66.497,0.0,0.0,0.0,0.0,0.0,106.0,214.0,0.0,0.0,958.0,1270.0
39.848,4.822,55.076,0.254,0.0,0.0,204800.0,40960.0,1392.0,1234.0,0.0,0.0,1422.0,2147.0
27.384,3.178,69.438,0.0,0.0,0.0,278528.0,0.0,1231.0,1772.0,0.0,0.0,981.0,1147.0
27.792,3.722,68.238,0.248,0.0,0.0,131072.0,0.0,9303.0,2204.0,0.0,0.0,1022.0,1228.0
29.0,3.250,66.500,0.750,0.0,0.500,720896.0,0.0,317832.0,23490.0,0.0,0.0,1433.0,1553.0
3.741,3.741,91.272,0.0,0.0,1.247,0.0,0.0,4033592.0,50307.0,0.0,0.0,1801.0,1707.0
3.085,1.799,94.859,0.0,0.0,0.257,0.0,114688.0,3024000.0,45786.0,0.0,0.0,1829.0,1758.0
4.020,2.764,90.955,0.754,0.0,1.508,0.0,2490368.0,3075046.0,49530.0,0.0,0.0,2132.0,1875.0
2.525,4.040,92.424,0.0,0.0,1.010,0.0,10485760.0,3018092.0,52959.0,0.0,0.0,2119.0,1865.0
7.018,6.015,86.466,0.0,0.0,0.501,8192.0,5873664.0,3084895.0,52820.0,0.0,0.0,2119.0,1867.0
2.730,4.467,92.308,0.0,0.0,0.496,0.0,0.0,3021000.0,46488.0,0.0,0.0,1810.0,1685.0
3.769,2.010,92.965,0.251,0.0,1.005,0.0,81920.0,3042092.0,46173.0,0.0,0.0,1807.0,1724.0
2.308,1.282,95.385,0.0,0.0,1.026,0.0,0.0,3060000.0,44382.0,0.0,0.0,1716.0,1733.0
2.785,3.291,93.418,0.0,0.0,0.506,0.0,0.0,2988000.0,47502.0,0.0,0.0,1850.0,1699.0
3.778,5.038,89.924,0.0,0.0,1.259,0.0,0.0,2986091.0,45719.0,0.0,0.0,1821.0,1881.0
3.046,4.822,91.878,0.0,0.0,0.254,0.0,0.0,2955000.0,49608.0,0.0,0.0,2029.0,1748.0
3.291,3.544,91.899,0.253,0.0,1.013,0.0,40960.0,2964052.0,45684.0,0.0,0.0,1848.0,1772.0
2.778,4.293,91.667,0.0,0.0,1.263,0.0,0.0,3072092.0,39543.0,0.0,0.0,1631.0,1593.0
4.798,4.040,90.657,0.0,0.0,0.505,0.0,0.0,3145822.0,47537.0,0.0,0.0,1858.0,1542.0
3.333,3.590,92.051,0.0,0.0,1.026,0.0,0.0,3389435.0,38796.0,0.0,0.0,1591.0,1588.0
3.483,5.970,89.055,0.0,0.0,1.493,0.0,0.0,4054592.0,58731.0,0.0,0.0,2083.0,1614.0
2.368,3.947,93.684,0.0,0.0,0.0,0.0,40960.0,4077000.0,57018.0,0.0,0.0,2003.0,1577.0
2.611,3.655,93.473,0.0,0.0,0.261,0.0,0.0,4059000.0,50856.0,0.0,0.0,1847.0,1572.0
5.366,5.854,86.829,0.0,0.0,1.951,0.0,0.0,4081592.0,57951.0,0.0,0.0,2089.0,1665.0
5.330,5.330,88.832,0.0,0.0,0.508,0.0,0.0,4055377.0,53304.0,0.0,0.0,1992.0,1745.0
2.857,3.117,93.247,0.0,0.0,0.779,0.0,0.0,4009500.0,50310.0,0.0,0.0,1851.0,1685.0
3.608,2.835,93.041,0.0,0.0,0.515,0.0,40960.0,3159092.0,49059.0,0.0,0.0,1869.0,1457.0
4.156,2.338,47.273,45.714,0.0,0.519,0.0,8388608.0,4009546.0,59748.0,0.0,0.0,1966.0,1346.0
4.145,3.886,41.451,50.0,0.0,0.518,0.0,24576.0,3973770.0,55493.0,0.0,0.0,1855.0,1370.0
2.041,1.276,12.245,84.439,0.0,0.0,0.0,5341184.0,1923779.0,16614.0,0.0,0.0,986.0,840.0
0.251,0.251,0.0,99.497,0.0,0.0,0.0,8388608.0,1500.0,0.0,0.0,0.0,511.0,402.0
0.501,0.251,0.0,99.248,0.0,0.0,0.0,23068672.0,1552.0,366.0,0.0,0.0,591.0,468.0
0.251,0.501,59.398,39.850,0.0,0.0,0.0,12599296.0,1684.0,1086.0,0.0,0.0,567.0,484.0
0.034,0.102,49.693,50.171,0.0,0.0,0.0,77496320.0,3247.0,3174.0,0.0,0.0,3881.0,3040.0
13.655,3.614,81.526,0.0,0.0,1.205,0.0,57344.0,1779530.0,28288.0,0.0,0.0,1100.0,1101.0
