"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","dell01",,,,"User:","daniel"
"Cmdline:","dstat --output str_1W_0SCR_withModelBuilder.log",,,,"Date:","13 Jun 2015 04:28:14 PDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
7.362,1.605,81.636,9.122,0.005,0.270,589481.615,608682.426,0.0,0.0,48931.522,88463.017,837.942,1145.641
52.551,7.143,40.306,0.0,0.0,0.0,0.0,32768.0,0.0,0.0,0.0,0.0,844.0,1294.0
66.497,7.107,0.0,26.396,0.0,0.0,8384512.0,0.0,128.0,462.0,8327168.0,0.0,1217.0,2066.0
73.737,5.556,9.091,11.111,0.0,0.505,1597440.0,114688.0,879.0,1067.0,1564672.0,0.0,1170.0,1536.0
70.707,6.566,22.727,0.0,0.0,0.0,32768.0,0.0,64.0,260.0,0.0,0.0,1052.0,1303.0
69.697,10.101,20.202,0.0,0.0,0.0,0.0,40960.0,576.0,2932.0,0.0,0.0,1247.0,1848.0
65.990,18.274,6.091,8.629,0.0,1.015,0.0,12779520.0,999.0,1590.0,0.0,0.0,1224.0,1526.0
0.568,0.568,25.568,72.727,0.0,0.568,0.0,36044800.0,170.0,170.0,0.0,0.0,1235.0,1302.0
43.684,3.684,14.737,36.316,0.0,1.579,0.0,33816576.0,298.0,766.0,0.0,0.0,1348.0,1555.0
38.384,3.030,20.202,37.374,0.0,1.010,32768.0,14528512.0,3228.0,4787.0,32768.0,0.0,1217.0,1469.0
87.879,4.040,8.081,0.0,0.0,0.0,0.0,0.0,1656.0,1936.0,0.0,0.0,1097.0,1542.0
82.587,5.970,10.945,0.0,0.0,0.498,0.0,0.0,2280.0,11506.0,0.0,0.0,1304.0,2053.0
5.789,1.053,76.842,16.316,0.0,0.0,0.0,34996224.0,1037.0,668.0,0.0,0.0,1179.0,1253.0
0.0,0.518,99.482,0.0,0.0,0.0,0.0,1527808.0,340.0,388.0,0.0,0.0,783.0,1104.0
1.554,0.518,95.337,2.591,0.0,0.0,69632.0,81920.0,404.0,1426.0,0.0,0.0,881.0,1283.0
1.026,1.026,97.949,0.0,0.0,0.0,0.0,0.0,884.0,180.0,0.0,0.0,801.0,1131.0
7.692,0.0,92.308,0.0,0.0,0.0,0.0,0.0,256.0,1488.0,0.0,0.0,823.0,1255.0
0.513,1.026,98.462,0.0,0.0,0.0,0.0,0.0,234.0,138.0,0.0,0.0,774.0,1108.0
3.077,0.513,94.359,2.051,0.0,0.0,24576.0,0.0,697.0,312.0,24576.0,0.0,784.0,1189.0
0.515,0.515,97.423,1.546,0.0,0.0,0.0,81920.0,340.0,404.0,0.0,0.0,655.0,1118.0
2.051,0.513,97.436,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,839.0,1148.0
14.359,2.564,83.077,0.0,0.0,0.0,0.0,0.0,1655.0,3494.0,0.0,0.0,1125.0,1650.0
2.591,1.036,96.373,0.0,0.0,0.0,0.0,0.0,578.0,375.0,0.0,0.0,798.0,1208.0
7.614,1.523,90.863,0.0,0.0,0.0,0.0,0.0,1951.0,2595.0,0.0,0.0,880.0,1292.0
2.564,1.026,94.872,1.538,0.0,0.0,0.0,90112.0,867.0,322.0,0.0,0.0,803.0,1239.0
4.569,2.030,92.893,0.0,0.0,0.508,0.0,0.0,2370.0,10633.0,0.0,0.0,845.0,1223.0
12.169,0.529,87.302,0.0,0.0,0.0,0.0,0.0,68284.0,4438074.0,0.0,0.0,2148.0,1595.0
2.674,2.139,95.187,0.0,0.0,0.0,0.0,0.0,125127.0,12335378.0,0.0,0.0,3153.0,1219.0
3.261,1.087,95.109,0.0,0.543,0.0,0.0,0.0,170450.0,12338304.0,0.0,0.0,3609.0,1116.0
2.646,1.058,94.709,1.058,0.0,0.529,0.0,86016.0,165690.0,12335268.0,0.0,0.0,3490.0,1099.0
6.952,2.139,90.374,0.0,0.0,0.535,0.0,0.0,151174.0,12336966.0,0.0,0.0,3251.0,1138.0
3.209,3.209,93.048,0.0,0.0,0.535,0.0,0.0,159335.0,12337138.0,0.0,0.0,3244.0,1263.0
3.226,1.075,94.086,0.0,0.0,1.613,0.0,0.0,153720.0,12336786.0,0.0,0.0,3133.0,1220.0
1.070,3.209,95.722,0.0,0.0,0.0,0.0,0.0,133560.0,12336786.0,0.0,0.0,3062.0,1090.0
4.324,1.081,94.595,0.0,0.0,0.0,0.0,0.0,148120.0,12338304.0,0.0,0.0,3109.0,1226.0
2.703,1.081,95.135,1.081,0.0,0.0,0.0,86016.0,112630.0,12335268.0,0.0,0.0,2742.0,1172.0
4.762,2.116,91.534,0.0,0.0,1.587,0.0,0.0,139568.0,12336832.0,0.0,0.0,3102.0,1333.0
0.518,1.036,98.446,0.0,0.0,0.0,0.0,0.0,28904.0,3773248.0,0.0,0.0,1284.0,1036.0
2.062,0.515,97.423,0.0,0.0,0.0,0.0,0.0,1124.0,290.0,0.0,0.0,647.0,1020.0
0.510,0.510,98.980,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,624.0,953.0
2.062,0.515,96.907,0.0,0.0,0.515,0.0,0.0,134.0,70.0,0.0,0.0,760.0,1085.0
50.259,2.591,46.114,1.036,0.0,0.0,0.0,86016.0,73756.0,4145286.0,0.0,0.0,2266.0,1509.0
52.792,2.030,43.147,1.523,0.0,0.508,0.0,876544.0,47600.0,3575861.0,0.0,0.0,2013.0,1347.0
21.212,0.505,77.778,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,933.0,1100.0
1.042,0.0,98.958,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,712.0,1129.0
1.031,1.031,97.938,0.0,0.0,0.0,0.0,0.0,357.0,70.0,0.0,0.0,732.0,1149.0
4.103,1.026,93.333,1.538,0.0,0.0,0.0,126976.0,594.0,3568.0,0.0,0.0,834.0,1329.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,655.0,1058.0
2.051,0.513,97.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,1023.0
