"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","pi03",,,,"User:","daniel"
"Cmdline:","dstat --output str_4W_0SCR_noModelBuilder.log",,,,"Date:","13 Jun 2015 04:57:35 PDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
2.808,0.169,96.580,0.394,0.000,0.049,101330.354,131951.604,0.0,0.0,0.0,1.099,430.968,188.674
0.251,0.501,98.997,0.251,0.0,0.0,0.0,0.0,92.0,543.0,0.0,0.0,490.0,472.0
0.499,0.249,99.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,417.0
0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,491.0,434.0
0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,92.0,543.0,0.0,0.0,508.0,452.0
0.503,0.0,99.246,0.251,0.0,0.0,0.0,81920.0,0.0,0.0,0.0,0.0,526.0,456.0
0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,479.0,410.0
1.003,0.0,98.997,0.0,0.0,0.0,0.0,0.0,144.0,907.0,0.0,0.0,514.0,460.0
0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,416.0
24.685,4.030,70.781,0.252,0.0,0.252,794624.0,0.0,2102.0,1866.0,0.0,0.0,841.0,774.0
27.889,0.503,71.608,0.0,0.0,0.0,0.0,0.0,92.0,543.0,0.0,0.0,644.0,534.0
23.174,3.023,73.804,0.0,0.0,0.0,40960.0,180224.0,0.0,0.0,0.0,0.0,730.0,728.0
28.070,2.256,69.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0,660.0
24.937,2.015,72.796,0.0,0.0,0.252,0.0,0.0,92.0,543.0,0.0,0.0,638.0,536.0
25.316,2.278,72.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,553.0
26.515,1.768,71.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,538.0
30.250,1.250,67.750,0.750,0.0,0.0,516096.0,106496.0,92.0,543.0,0.0,0.0,801.0,681.0
32.080,1.754,65.915,0.251,0.0,0.0,417792.0,0.0,142.0,93.0,0.0,0.0,860.0,775.0
27.136,2.513,70.101,0.251,0.0,0.0,417792.0,0.0,0.0,0.0,0.0,0.0,754.0,692.0
30.025,2.978,66.253,0.744,0.0,0.0,598016.0,0.0,92.0,543.0,0.0,0.0,879.0,829.0
31.373,4.412,63.725,0.490,0.0,0.0,630784.0,0.0,0.0,0.0,0.0,0.0,1181.0,1396.0
27.628,3.423,67.971,0.733,0.244,0.0,434176.0,32768.0,0.0,0.0,0.0,0.0,1002.0,1085.0
33.250,3.500,63.0,0.250,0.0,0.0,638976.0,0.0,405.0,1333.0,0.0,0.0,1218.0,1573.0
42.118,4.433,52.709,0.493,0.0,0.246,811008.0,0.0,2324.0,1885.0,0.0,0.0,1707.0,2467.0
23.214,2.296,73.724,0.765,0.0,0.0,1335296.0,0.0,0.0,0.0,0.0,0.0,1105.0,1071.0
27.990,2.799,68.448,0.763,0.0,0.0,458752.0,65536.0,9409.0,2825.0,0.0,0.0,1141.0,1333.0
21.519,2.278,75.443,0.759,0.0,0.0,630784.0,98304.0,620780.0,19285.0,0.0,0.0,1400.0,1596.0
1.799,1.542,96.658,0.0,0.0,0.0,16384.0,0.0,2763000.0,36270.0,0.0,0.0,1462.0,1344.0
1.567,1.305,96.345,0.0,0.0,0.783,0.0,0.0,3096092.0,44067.0,0.0,0.0,1672.0,1401.0
2.344,2.865,93.750,0.0,0.0,1.042,0.0,0.0,3009046.0,33384.0,0.0,0.0,1456.0,1370.0
5.222,2.350,91.123,0.261,0.0,1.044,8192.0,0.0,3096892.0,33940.0,0.0,0.0,1521.0,1501.0
1.799,1.285,96.658,0.0,0.0,0.257,0.0,81920.0,3009092.0,34941.0,0.0,0.0,1384.0,1309.0
0.517,1.809,97.158,0.0,0.0,0.517,0.0,0.0,3063000.0,33072.0,0.0,0.0,1331.0,1364.0
1.809,2.067,95.607,0.0,0.0,0.517,0.0,0.0,3042000.0,31902.0,0.0,0.0,1309.0,1269.0
0.777,2.850,95.078,0.0,0.0,1.295,0.0,0.0,2997092.0,33381.0,0.0,0.0,1344.0,1209.0
2.842,1.550,89.147,4.910,0.0,1.550,8192.0,311296.0,2997932.0,31929.0,0.0,0.0,1456.0,1350.0
0.515,3.093,94.845,0.258,0.0,1.289,0.0,81920.0,2997000.0,31434.0,0.0,0.0,1325.0,1279.0
1.550,2.842,95.349,0.0,0.0,0.258,0.0,0.0,2970144.0,38269.0,0.0,0.0,1498.0,1212.0
1.285,3.085,94.344,0.0,0.0,1.285,0.0,0.0,3132000.0,37518.0,0.0,0.0,1405.0,1218.0
1.531,3.827,94.133,0.0,0.0,0.510,0.0,0.0,3022500.0,33540.0,0.0,0.0,1360.0,1258.0
2.278,3.797,91.646,0.253,0.0,2.025,0.0,16842752.0,3000920.0,29976.0,0.0,0.0,1419.0,1388.0
0.442,0.321,34.564,64.673,0.0,0.0,0.0,63422464.0,607384.0,3959.0,0.0,0.0,4618.0,5376.0
1.471,2.941,94.118,0.0,0.0,1.471,0.0,8192.0,1722308.0,67779.0,0.0,0.0,1571.0,931.0
1.067,2.667,96.0,0.0,0.0,0.267,0.0,0.0,3654000.0,82524.0,0.0,0.0,2267.0,1449.0
1.626,1.084,96.748,0.0,0.0,0.542,0.0,0.0,3888046.0,82602.0,0.0,0.0,2197.0,1461.0
2.394,3.989,92.553,0.0,0.0,1.064,0.0,0.0,4202420.0,95184.0,0.0,0.0,2501.0,1592.0
1.671,10.028,87.465,0.0,0.0,0.836,0.0,0.0,11560500.0,290160.0,0.0,0.0,5647.0,2118.0
4.178,5.571,89.136,0.0,0.0,1.114,0.0,32768.0,12009052.0,255502.0,0.0,0.0,4955.0,2489.0
2.122,6.366,91.247,0.0,0.0,0.265,0.0,0.0,5887862.0,134816.0,0.0,0.0,3036.0,1688.0
2.667,2.133,93.600,0.0,0.0,1.600,0.0,0.0,4167000.0,86814.0,0.0,0.0,2242.0,1518.0
