"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","pi00",,,,"User:","daniel"
"Cmdline:","dstat -cdlsm --output str_mit_mem.log",,,,"Date:","14 Jun 2015 03:46:12 PDT"

"total cpu usage",,,,,,"dsk/total",,"load avg",,,"swap",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","1m","5m","15m","used","free","used","buff","cach","free"
10.962,1.463,85.049,1.926,0.0,0.600,565757.541,1663137.622,0.170,0.230,0.540,0.0,104853504.0,193146880.0,6598656.0,74842112.0,697524224.0,
0.251,0.251,99.246,0.251,0.0,0.0,0.0,0.0,0.170,0.230,0.540,0.0,104853504.0,193101824.0,6598656.0,74915840.0,697495552.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.170,0.230,0.540,0.0,104853504.0,193011712.0,6598656.0,75005952.0,697495552.0,
0.0,0.252,99.748,0.0,0.0,0.0,0.0,0.0,0.160,0.230,0.540,0.0,104853504.0,192995328.0,6598656.0,75005952.0,697511936.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,32768.0,0.160,0.230,0.540,0.0,104853504.0,192995328.0,6598656.0,75005952.0,697511936.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,73728.0,0.160,0.230,0.540,0.0,104853504.0,192991232.0,6606848.0,75001856.0,697511936.0,
0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,0.160,0.230,0.540,0.0,104853504.0,192987136.0,6606848.0,75005952.0,697511936.0,
0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,0.160,0.230,0.540,0.0,104853504.0,192987136.0,6606848.0,75005952.0,697511936.0,
0.0,0.252,99.748,0.0,0.0,0.0,0.0,0.0,0.150,0.230,0.530,0.0,104853504.0,192987136.0,6606848.0,75005952.0,697511936.0,
0.0,0.253,99.747,0.0,0.0,0.0,0.0,0.0,0.150,0.230,0.530,0.0,104853504.0,192987136.0,6606848.0,75005952.0,697511936.0,
0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,0.150,0.230,0.530,0.0,104853504.0,192987136.0,6606848.0,75005952.0,697511936.0,
0.0,0.253,99.747,0.0,0.0,0.0,0.0,24576.0,0.150,0.230,0.530,0.0,104853504.0,192987136.0,6615040.0,74997760.0,697511936.0,
0.0,0.252,99.748,0.0,0.0,0.0,0.0,0.0,0.150,0.230,0.530,0.0,104853504.0,192987136.0,6615040.0,74997760.0,697511936.0,
0.253,0.0,99.747,0.0,0.0,0.0,0.0,0.0,0.140,0.220,0.530,0.0,104853504.0,192970752.0,6615040.0,75005952.0,697520128.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,65536.0,0.140,0.220,0.530,0.0,104853504.0,192970752.0,6615040.0,75005952.0,697520128.0,
25.758,3.030,70.202,0.758,0.0,0.253,991232.0,0.0,0.140,0.220,0.530,0.0,104853504.0,200720384.0,6660096.0,75509760.0,689221632.0,
30.357,0.255,69.133,0.255,0.0,0.0,0.0,196608.0,0.140,0.220,0.530,0.0,104853504.0,205656064.0,6668288.0,75517952.0,684269568.0,
25.377,0.0,74.623,0.0,0.0,0.0,0.0,0.0,0.140,0.220,0.530,0.0,104853504.0,205783040.0,6668288.0,75517952.0,684142592.0,
27.411,3.299,68.274,1.015,0.0,0.0,450560.0,0.0,0.200,0.240,0.530,0.0,104853504.0,204029952.0,6668288.0,75677696.0,685735936.0,
26.209,1.272,72.265,0.254,0.0,0.0,385024.0,0.0,0.200,0.240,0.530,0.0,104853504.0,211824640.0,6668288.0,75882496.0,677736448.0,
27.481,1.018,71.501,0.0,0.0,0.0,0.0,0.0,0.200,0.240,0.530,0.0,104853504.0,219852800.0,6668288.0,75882496.0,669708288.0,
26.718,2.036,71.247,0.0,0.0,0.0,57344.0,0.0,0.200,0.240,0.530,0.0,104853504.0,228401152.0,6668288.0,75968512.0,661073920.0,
27.456,1.259,71.033,0.252,0.0,0.0,0.0,106496.0,0.200,0.240,0.530,0.0,104853504.0,234352640.0,6676480.0,75976704.0,655106048.0,
26.566,2.005,71.429,0.0,0.0,0.0,0.0,0.0,0.270,0.250,0.540,0.0,104853504.0,241971200.0,6676480.0,75976704.0,647487488.0,
33.418,2.296,64.031,0.255,0.0,0.0,172032.0,32768.0,0.270,0.250,0.540,0.0,104853504.0,257085440.0,6676480.0,75980800.0,632369152.0,
35.176,1.005,63.819,0.0,0.0,0.0,32768.0,0.0,0.270,0.250,0.540,0.0,104853504.0,258617344.0,6676480.0,75980800.0,630837248.0,
27.665,1.777,70.558,0.0,0.0,0.0,0.0,0.0,0.270,0.250,0.540,0.0,104853504.0,260440064.0,6676480.0,76079104.0,628916224.0,
31.122,2.551,66.071,0.255,0.0,0.0,0.0,40960.0,0.270,0.250,0.540,0.0,104853504.0,263180288.0,6684672.0,76070912.0,626176000.0,
30.769,1.538,67.692,0.0,0.0,0.0,16384.0,0.0,0.330,0.260,0.540,0.0,104853504.0,273326080.0,6684672.0,76083200.0,616017920.0,
42.746,2.591,54.404,0.259,0.0,0.0,270336.0,0.0,0.330,0.260,0.540,0.0,104853504.0,276275200.0,6684672.0,76152832.0,612999168.0,
23.785,1.790,73.402,1.023,0.0,0.0,1540096.0,0.0,0.330,0.260,0.540,0.0,104853504.0,277819392.0,6692864.0,77004800.0,610594816.0,
30.179,1.790,67.008,1.023,0.0,0.0,1155072.0,0.0,0.330,0.260,0.540,0.0,104853504.0,280436736.0,6692864.0,77561856.0,607420416.0,
31.807,1.272,64.631,2.036,0.0,0.254,1769472.0,98304.0,0.330,0.260,0.540,0.0,104853504.0,290930688.0,6705152.0,78381056.0,596094976.0,
5.464,6.011,86.066,0.273,0.0,2.186,466944.0,0.0,0.380,0.270,0.540,0.0,104853504.0,291131392.0,6705152.0,89292800.0,584982528.0,
1.622,7.027,65.405,24.324,0.0,1.622,16384.0,9682944.0,0.380,0.270,0.540,0.0,104853504.0,291418112.0,6713344.0,98938880.0,575041536.0,
1.412,7.910,60.169,29.661,0.0,0.847,0.0,16777216.0,0.380,0.270,0.540,0.0,104853504.0,291368960.0,6713344.0,110821376.0,563208192.0,
1.416,6.799,79.037,11.048,0.0,1.700,0.0,3874816.0,0.380,0.270,0.540,0.0,104853504.0,291622912.0,6717440.0,122564608.0,551206912.0,
5.028,8.659,84.637,0.279,0.0,1.397,0.0,131072.0,0.380,0.270,0.540,0.0,104853504.0,291966976.0,6721536.0,134197248.0,539226112.0,
2.260,6.215,90.678,0.0,0.0,0.847,0.0,0.0,0.430,0.290,0.540,0.0,104853504.0,292151296.0,6721536.0,146051072.0,527187968.0,
3.343,6.407,88.858,0.0,0.0,1.393,0.0,0.0,0.430,0.290,0.540,0.0,104853504.0,292331520.0,6721536.0,157847552.0,515211264.0,
0.836,8.635,67.409,20.891,0.0,2.228,0.0,8454144.0,0.430,0.290,0.540,0.0,104853504.0,292573184.0,6721536.0,169676800.0,503140352.0,
3.056,7.222,44.444,44.444,0.0,0.833,0.0,13000704.0,0.430,0.290,0.540,0.0,104853504.0,293007360.0,6721536.0,181284864.0,491098112.0,
1.305,0.163,48.613,49.755,0.0,0.163,0.0,20791296.0,1.040,0.410,0.580,0.0,104853504.0,297414656.0,6729728.0,181469184.0,486498304.0,
0.633,12.658,85.443,0.0,0.0,1.266,0.0,7348224.0,1.040,0.410,0.580,0.0,104853504.0,293003264.0,6729728.0,188858368.0,483520512.0,
1.401,10.084,87.395,0.0,0.0,1.120,0.0,18874368.0,1.040,0.410,0.580,0.0,104853504.0,293650432.0,6729728.0,200617984.0,471113728.0,
1.408,8.169,88.169,1.690,0.0,0.563,0.0,19292160.0,1.040,0.410,0.580,0.0,104853504.0,294002688.0,6729728.0,211271680.0,460107776.0,
0.253,0.505,75.0,24.242,0.0,0.0,8192.0,18923520.0,1.040,0.410,0.580,0.0,104853504.0,293695488.0,6729728.0,211480576.0,460206080.0,
1.269,0.761,74.112,23.858,0.0,0.0,24576.0,19562496.0,1.040,0.410,0.580,0.0,104853504.0,293642240.0,6729728.0,211595264.0,460144640.0,
1.272,0.0,70.738,27.990,0.0,0.0,8192.0,18874368.0,1.110,0.440,0.590,0.0,104853504.0,293765120.0,6733824.0,211595264.0,460017664.0,
1.057,0.370,16.649,81.924,0.0,0.0,425984.0,91136000.0,1.420,0.520,0.620,0.0,104853504.0,293765120.0,6737920.0,212099072.0,459509760.0,
8.434,19.277,71.084,1.205,0.0,0.0,0.0,24576.0,1.420,0.520,0.620,0.0,104853504.0,294023168.0,6746112.0,224546816.0,446795776.0,
5.412,21.907,70.361,2.320,0.0,0.0,8192.0,2285568.0,1.420,0.520,0.620,0.0,104853504.0,295124992.0,6754304.0,291704832.0,378527744.0,
4.592,15.306,55.102,25.0,0.0,0.0,8192.0,12582912.0,1.420,0.520,0.620,0.0,104853504.0,296009728.0,6754304.0,344723456.0,324624384.0,
1.005,1.256,49.497,48.241,0.0,0.0,278528.0,16834560.0,1.420,0.520,0.620,0.0,104853504.0,296083456.0,6754304.0,344825856.0,324448256.0,
