"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","dell01",,,,"User:","daniel"
"Cmdline:","dstat --output str_4W_0SCR_noModelBuilder.log",,,,"Date:","13 Jun 2015 04:49:11 PDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
7.968,1.653,81.694,8.359,0.005,0.320,671901.679,571459.642,0.0,0.0,46622.360,80866.122,907.285,1206.644
55.276,5.528,39.196,0.0,0.0,0.0,0.0,0.0,2125.0,430.0,0.0,0.0,886.0,1101.0
55.051,4.545,21.212,19.192,0.0,0.0,2355200.0,122880.0,1538.0,752.0,2113536.0,0.0,1046.0,1378.0
75.500,6.500,17.500,0.0,0.0,0.500,0.0,0.0,288.0,1217.0,0.0,0.0,820.0,1189.0
68.020,6.599,25.381,0.0,0.0,0.0,0.0,0.0,1118.0,480.0,0.0,0.0,826.0,1292.0
72.589,7.614,18.782,0.0,0.0,1.015,0.0,0.0,1572.0,3644.0,0.0,0.0,1228.0,1912.0
56.150,5.348,19.251,17.647,0.0,1.604,7536640.0,0.0,408.0,1040.0,0.0,0.0,2343.0,3515.0
8.287,6.630,50.276,33.149,0.0,1.657,9465856.0,0.0,7164.0,14330.0,0.0,0.0,3215.0,5427.0
2.162,3.784,43.243,50.811,0.0,0.0,5050368.0,13082624.0,1054.0,220.0,0.0,0.0,2711.0,3308.0
2.703,10.270,48.108,38.919,0.0,0.0,4349952.0,19443712.0,0.0,0.0,0.0,0.0,2217.0,2907.0
12.994,4.520,20.339,61.017,0.0,1.130,0.0,35782656.0,1182.0,566.0,0.0,0.0,1378.0,1508.0
75.377,5.025,14.573,2.513,0.0,2.513,0.0,33087488.0,15245.0,28741.0,0.0,0.0,1529.0,2282.0
83.333,4.545,12.121,0.0,0.0,0.0,0.0,0.0,128.0,664.0,0.0,0.0,891.0,1429.0
90.452,5.528,3.518,0.0,0.0,0.503,4096.0,135168.0,1630.0,8586.0,0.0,0.0,1065.0,1921.0
13.636,1.010,85.354,0.0,0.0,0.0,0.0,0.0,1246.0,1960.0,0.0,0.0,751.0,1186.0
6.599,0.508,92.893,0.0,0.0,0.0,0.0,0.0,128.0,1304.0,0.0,0.0,800.0,1174.0
3.093,1.546,84.536,10.825,0.0,0.0,0.0,22745088.0,2125.0,430.0,0.0,0.0,955.0,1085.0
2.538,0.508,96.954,0.0,0.0,0.0,0.0,9523200.0,1410.0,290.0,0.0,0.0,678.0,985.0
2.513,2.010,93.467,2.010,0.0,0.0,0.0,204800.0,0.0,0.0,0.0,0.0,715.0,1097.0
3.535,2.020,94.444,0.0,0.0,0.0,0.0,0.0,1054.0,220.0,0.0,0.0,791.0,1138.0
5.556,1.010,92.424,1.010,0.0,0.0,4096.0,0.0,1246.0,2616.0,0.0,0.0,835.0,1200.0
1.026,0.0,98.974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0,1025.0
3.046,0.508,96.447,0.0,0.0,0.0,0.0,0.0,1054.0,220.0,0.0,0.0,797.0,1105.0
1.031,0.515,96.392,2.062,0.0,0.0,0.0,73728.0,1054.0,220.0,0.0,0.0,768.0,1131.0
16.0,3.0,81.0,0.0,0.0,0.0,0.0,0.0,444.0,234.0,0.0,0.0,902.0,1513.0
12.245,2.551,84.694,0.0,0.0,0.510,0.0,0.0,5065.0,8667.0,0.0,0.0,1192.0,2028.0
5.612,0.0,94.388,0.0,0.0,0.0,0.0,0.0,5227.0,4797.0,0.0,0.0,976.0,1304.0
13.131,2.020,84.848,0.0,0.0,0.0,8192.0,0.0,9343.0,42746.0,0.0,0.0,1111.0,1620.0
14.948,1.546,79.381,3.608,0.0,0.515,36864.0,69632.0,76490.0,1394332.0,0.0,0.0,2353.0,1747.0
6.044,3.297,90.659,0.0,0.0,0.0,0.0,0.0,128944.0,12337006.0,0.0,0.0,5885.0,1567.0
8.197,2.186,86.885,0.0,0.0,2.732,0.0,0.0,155702.0,12335792.0,0.0,0.0,6178.0,1685.0
6.383,3.191,89.362,0.0,0.0,1.064,0.0,0.0,136805.0,12337216.0,0.0,0.0,6012.0,1473.0
9.189,1.622,88.649,0.0,0.0,0.541,0.0,0.0,151420.0,12337076.0,0.0,0.0,6186.0,1437.0
4.865,2.703,89.189,2.162,0.0,1.081,0.0,69632.0,137970.0,12336786.0,0.0,0.0,6070.0,1506.0
7.027,2.703,89.189,0.0,0.0,1.081,0.0,0.0,136714.0,12337006.0,0.0,0.0,6175.0,1658.0
6.557,2.186,90.710,0.0,0.0,0.546,0.0,0.0,159830.0,12337524.0,0.0,0.0,6213.0,1674.0
5.946,2.162,90.270,0.0,0.0,1.622,0.0,0.0,151620.0,12336786.0,0.0,0.0,5991.0,1478.0
5.376,2.688,90.323,0.0,0.0,1.613,0.0,0.0,152884.0,12337070.0,0.0,0.0,5972.0,1445.0
7.487,2.139,88.770,0.0,0.0,1.604,0.0,0.0,131184.0,12337006.0,0.0,0.0,5836.0,1482.0
4.945,3.297,89.560,1.099,0.0,1.099,0.0,65536.0,160374.0,12335625.0,0.0,0.0,6146.0,1580.0
49.500,4.0,41.500,0.0,0.0,5.0,0.0,0.0,150293.0,12337348.0,0.0,0.0,6009.0,1754.0
48.241,4.523,44.221,0.0,0.0,3.015,0.0,139264.0,133774.0,12337006.0,0.0,0.0,5791.0,1535.0
34.021,2.577,60.825,0.0,0.0,2.577,0.0,0.0,153617.0,12336786.0,0.0,0.0,5991.0,1514.0
3.825,3.279,91.803,0.0,0.0,1.093,0.0,0.0,149174.0,12337006.0,0.0,0.0,5820.0,1517.0
8.901,4.188,83.246,2.094,0.0,1.571,0.0,81920.0,142532.0,12337650.0,0.0,0.0,5872.0,1693.0
6.486,3.784,88.649,0.0,0.0,1.081,0.0,0.0,148906.0,12335860.0,0.0,0.0,5753.0,1654.0
6.557,3.279,88.525,1.093,0.0,0.546,0.0,675840.0,140575.0,12336409.0,0.0,0.0,5803.0,1624.0
4.865,2.703,91.351,0.0,0.0,1.081,0.0,0.0,139224.0,12337288.0,0.0,0.0,5784.0,1443.0
4.813,3.743,89.840,0.0,0.0,1.604,0.0,0.0,133340.0,12336998.0,0.0,0.0,5837.0,1477.0
5.978,4.348,87.500,1.087,0.0,1.087,0.0,110592.0,140318.0,12337399.0,0.0,0.0,5870.0,1627.0
