"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","pi01",,,,"User:","daniel"
"Cmdline:","dstat --output 2W32B2R.log",,,,"Date:","12 Jun 2015 14:53:23 PDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
5.377,0.254,93.920,0.359,0.000,0.091,220394.696,258873.328,0.0,0.0,0.0,1.132,515.517,281.243
0.0,0.501,99.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,429.0
0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,416.0
0.250,0.500,99.250,0.0,0.0,0.0,0.0,0.0,170.0,543.0,0.0,0.0,513.0,446.0
0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,496.0,455.0
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,495.0,445.0
4.010,2.005,93.484,0.501,0.0,0.0,794624.0,65536.0,2149.0,2488.0,0.0,0.0,659.0,647.0
31.234,1.259,67.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0,664.0
24.938,0.249,74.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,533.0
23.618,2.513,73.869,0.0,0.0,0.0,40960.0,0.0,92.0,543.0,0.0,0.0,770.0,772.0
30.025,1.241,68.734,0.0,0.0,0.0,24576.0,0.0,52.0,365.0,0.0,0.0,725.0,661.0
25.313,3.008,71.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,568.0
25.250,2.500,71.750,0.500,0.0,0.0,24576.0,180224.0,92.0,543.0,0.0,0.0,670.0,626.0
27.089,1.013,71.899,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,646.0,540.0
30.0,1.500,68.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,528.0
31.738,2.015,65.995,0.252,0.0,0.0,147456.0,65536.0,234.0,636.0,0.0,0.0,836.0,775.0
29.500,1.500,69.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,679.0,567.0
30.556,2.273,67.172,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,743.0,694.0
34.264,1.777,63.959,0.0,0.0,0.0,8192.0,49152.0,184.0,543.0,0.0,0.0,1061.0,1341.0
27.848,3.291,68.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,1094.0
32.161,2.261,65.578,0.0,0.0,0.0,32768.0,0.0,1274.0,840.0,0.0,0.0,970.0,1169.0
41.344,2.842,55.039,0.517,0.0,0.258,491520.0,0.0,1392.0,2014.0,0.0,0.0,1593.0,2357.0
28.822,1.754,69.173,0.0,0.0,0.251,65536.0,0.0,9504.0,2283.0,0.0,0.0,903.0,1052.0
22.365,2.828,67.866,6.941,0.0,0.0,352256.0,98304.0,698.0,1144.0,0.0,0.0,1121.0,1404.0
34.596,2.273,61.111,2.020,0.0,0.0,2015232.0,57344.0,27171.0,9863.0,0.0,0.0,1720.0,2169.0
16.877,4.786,74.811,3.526,0.0,0.0,507904.0,401408.0,4411.0,2005.0,0.0,0.0,1056.0,1160.0
26.087,3.581,68.798,1.535,0.0,0.0,1826816.0,0.0,0.0,0.0,0.0,0.0,1741.0,2215.0
