"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","pi02",,,,"User:","daniel"
"Cmdline:","dstat -cdlsm --output 4W32B1R.log",,,,"Date:","14 Jun 2015 03:28:30 PDT"

"total cpu usage",,,,,,"dsk/total",,"load avg",,,"swap",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","1m","5m","15m","used","free","used","buff","cach","free"
8.873,1.611,82.158,6.583,0.000,0.774,484597.696,2435076.534,0.180,0.350,0.640,0.0,104853504.0,200650752.0,5898240.0,46092288.0,719470592.0,
0.501,0.0,99.248,0.251,0.0,0.0,0.0,0.0,0.180,0.350,0.640,0.0,104853504.0,200536064.0,5898240.0,46153728.0,719523840.0,
0.251,0.0,99.499,0.251,0.0,0.0,0.0,114688.0,0.180,0.350,0.640,0.0,104853504.0,200536064.0,5906432.0,46145536.0,719523840.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.180,0.350,0.640,0.0,104853504.0,200527872.0,5906432.0,46153728.0,719523840.0,
0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,0.180,0.350,0.640,0.0,104853504.0,200527872.0,5906432.0,46153728.0,719523840.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.160,0.350,0.640,0.0,104853504.0,200527872.0,5906432.0,46153728.0,719523840.0,
0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.160,0.350,0.640,0.0,104853504.0,200527872.0,5906432.0,46153728.0,719523840.0,
0.503,0.0,99.497,0.0,0.0,0.0,0.0,90112.0,0.160,0.350,0.640,0.0,104853504.0,200527872.0,5914624.0,46145536.0,719523840.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.160,0.350,0.640,0.0,104853504.0,200527872.0,5914624.0,46145536.0,719523840.0,
11.392,5.063,76.456,7.089,0.0,0.0,9265152.0,0.0,0.160,0.350,0.640,0.0,104853504.0,205287424.0,6787072.0,49963008.0,710074368.0,
27.889,2.010,68.593,1.508,0.0,0.0,2850816.0,0.0,0.230,0.360,0.640,0.0,104853504.0,210624512.0,6787072.0,51355648.0,703344640.0,
25.253,0.0,74.747,0.0,0.0,0.0,0.0,0.0,0.230,0.360,0.640,0.0,104853504.0,210681856.0,6787072.0,51433472.0,703209472.0,
25.126,3.015,70.854,1.005,0.0,0.0,819200.0,204800.0,0.230,0.360,0.640,0.0,104853504.0,207589376.0,6803456.0,51707904.0,706011136.0,
26.173,0.988,69.383,3.457,0.0,0.0,3981312.0,0.0,0.230,0.360,0.640,0.0,104853504.0,215363584.0,6803456.0,53796864.0,696147968.0,
23.308,3.258,70.927,2.506,0.0,0.0,3579904.0,0.0,0.230,0.360,0.640,0.0,104853504.0,222126080.0,6803456.0,55541760.0,687640576.0,
22.943,2.993,71.322,2.743,0.0,0.0,3350528.0,0.0,0.290,0.370,0.640,0.0,104853504.0,229027840.0,6803456.0,57274368.0,679006208.0,
