"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","pi01",,,,"User:","daniel"
"Cmdline:","dstat -cdlsm --output 4W32B4R.log",,,,"Date:","14 Jun 2015 02:40:04 PDT"

"total cpu usage",,,,,,"dsk/total",,"load avg",,,"swap",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","1m","5m","15m","used","free","used","buff","cach","free"
2.105,0.162,97.510,0.176,0.000,0.048,110355.917,138919.363,0.0,0.010,0.050,20480.0,104833024.0,105230336.0,15618048.0,168947712.0,682315776.0,
0.249,0.249,99.252,0.249,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105095168.0,15618048.0,169050112.0,682348544.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105095168.0,15618048.0,169050112.0,682348544.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105095168.0,15618048.0,169050112.0,682348544.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105095168.0,15618048.0,169050112.0,682348544.0,
0.0,0.251,99.246,0.503,0.0,0.0,0.0,65536.0,0.0,0.010,0.050,20480.0,104833024.0,105193472.0,15626240.0,169046016.0,682246144.0,
0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105185280.0,15626240.0,169054208.0,682246144.0,
0.0,0.498,99.502,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105185280.0,15626240.0,169054208.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105185280.0,15626240.0,169054208.0,682246144.0,
0.249,0.249,99.501,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105185280.0,15626240.0,169054208.0,682246144.0,
0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105185280.0,15626240.0,169054208.0,682246144.0,
0.250,0.250,99.500,0.0,0.0,0.0,0.0,24576.0,0.0,0.010,0.050,20480.0,104833024.0,105185280.0,15634432.0,169046016.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105177088.0,15634432.0,169054208.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105177088.0,15634432.0,169054208.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105177088.0,15634432.0,169054208.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,32768.0,0.0,0.010,0.050,20480.0,104833024.0,105177088.0,15634432.0,169054208.0,682246144.0,
0.0,0.250,99.500,0.250,0.0,0.0,0.0,32768.0,0.0,0.010,0.050,20480.0,104833024.0,105177088.0,15642624.0,169046016.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105168896.0,15642624.0,169054208.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105168896.0,15642624.0,169054208.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105168896.0,15642624.0,169054208.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105168896.0,15642624.0,169054208.0,682246144.0,
0.0,0.498,99.254,0.249,0.0,0.0,0.0,32768.0,0.0,0.010,0.050,20480.0,104833024.0,105168896.0,15650816.0,169046016.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105160704.0,15650816.0,169054208.0,682246144.0,
0.498,0.249,99.254,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105160704.0,15650816.0,169054208.0,682246144.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105160704.0,15650816.0,169054208.0,682246144.0,
0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105160704.0,15650816.0,169054208.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,24576.0,0.0,0.010,0.050,20480.0,104833024.0,105160704.0,15659008.0,169046016.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105152512.0,15659008.0,169054208.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105152512.0,15659008.0,169054208.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105152512.0,15659008.0,169054208.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,8192.0,0.0,0.010,0.050,20480.0,104833024.0,105152512.0,15659008.0,169054208.0,682246144.0,
0.0,0.251,99.499,0.251,0.0,0.0,0.0,24576.0,0.0,0.010,0.050,20480.0,104833024.0,105140224.0,15667200.0,169058304.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105140224.0,15667200.0,169058304.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105140224.0,15667200.0,169058304.0,682246144.0,
0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105140224.0,15667200.0,169058304.0,682246144.0,
0.0,0.499,99.501,0.0,0.0,0.0,0.0,16384.0,0.0,0.010,0.050,20480.0,104833024.0,105140224.0,15667200.0,169058304.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,40960.0,0.0,0.010,0.050,20480.0,104833024.0,105140224.0,15675392.0,169050112.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105140224.0,15675392.0,169050112.0,682246144.0,
0.0,0.249,99.751,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105140224.0,15675392.0,169050112.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105140224.0,15675392.0,169050112.0,682246144.0,
0.250,0.250,99.500,0.0,0.0,0.0,0.0,57344.0,0.0,0.010,0.050,20480.0,104833024.0,105140224.0,15675392.0,169050112.0,682246144.0,
0.0,0.250,99.500,0.250,0.0,0.0,0.0,24576.0,0.0,0.010,0.050,20480.0,104833024.0,105132032.0,15683584.0,169050112.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105132032.0,15683584.0,169050112.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105091072.0,15683584.0,169058304.0,682278912.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105123840.0,15683584.0,169058304.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,32768.0,0.0,0.010,0.050,20480.0,104833024.0,105123840.0,15683584.0,169058304.0,682246144.0,
0.251,0.251,99.248,0.251,0.0,0.0,0.0,32768.0,0.0,0.010,0.050,20480.0,104833024.0,105115648.0,15691776.0,169058304.0,682246144.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105115648.0,15691776.0,169058304.0,682246144.0,
0.0,0.499,99.501,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105115648.0,15691776.0,169058304.0,682246144.0,
0.0,0.748,99.252,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105115648.0,15691776.0,169058304.0,682246144.0,
0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105115648.0,15691776.0,169058304.0,682246144.0,
0.0,0.251,99.499,0.251,0.0,0.0,0.0,32768.0,0.0,0.010,0.050,20480.0,104833024.0,105107456.0,15699968.0,169058304.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105107456.0,15699968.0,169058304.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105107456.0,15699968.0,169058304.0,682246144.0,
0.249,0.249,99.501,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105107456.0,15699968.0,169058304.0,682246144.0,
0.0,0.501,99.499,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105107456.0,15699968.0,169058304.0,682246144.0,
0.0,0.251,99.499,0.251,0.0,0.0,0.0,24576.0,0.0,0.010,0.050,20480.0,104833024.0,105107456.0,15708160.0,169050112.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105099264.0,15708160.0,169058304.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105099264.0,15708160.0,169058304.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105099264.0,15708160.0,169058304.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105099264.0,15708160.0,169058304.0,682246144.0,
0.249,0.249,99.252,0.0,0.0,0.249,0.0,24576.0,0.0,0.010,0.050,20480.0,104833024.0,105099264.0,15716352.0,169050112.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105091072.0,15716352.0,169058304.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105091072.0,15716352.0,169058304.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105086976.0,15716352.0,169062400.0,682246144.0,
0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105086976.0,15716352.0,169062400.0,682246144.0,
0.0,0.250,99.500,0.250,0.0,0.0,0.0,24576.0,0.0,0.010,0.050,20480.0,104833024.0,105078784.0,15724544.0,169062400.0,682246144.0,
0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105078784.0,15724544.0,169062400.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105078784.0,15724544.0,169062400.0,682246144.0,
0.249,0.249,99.501,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105078784.0,15724544.0,169062400.0,682246144.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,16384.0,0.0,0.010,0.050,20480.0,104833024.0,105078784.0,15724544.0,169062400.0,682246144.0,
0.0,0.250,99.500,0.250,0.0,0.0,0.0,40960.0,0.0,0.010,0.050,20480.0,104833024.0,105070592.0,15732736.0,169062400.0,682246144.0,
0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105070592.0,15732736.0,169062400.0,682246144.0,
0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105070592.0,15732736.0,169062400.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105070592.0,15732736.0,169062400.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,32768.0,0.0,0.010,0.050,20480.0,104833024.0,105070592.0,15732736.0,169062400.0,682246144.0,
0.499,0.249,98.504,0.748,0.0,0.0,0.0,32768.0,0.0,0.010,0.050,20480.0,104833024.0,105062400.0,15740928.0,169062400.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105062400.0,15740928.0,169062400.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105062400.0,15740928.0,169062400.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105062400.0,15740928.0,169062400.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,16384.0,0.0,0.010,0.050,20480.0,104833024.0,105062400.0,15740928.0,169062400.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,32768.0,0.0,0.010,0.050,20480.0,104833024.0,105054208.0,15749120.0,169062400.0,682246144.0,
0.0,0.501,99.499,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105054208.0,15749120.0,169062400.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105054208.0,15749120.0,169062400.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105054208.0,15749120.0,169062400.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105054208.0,15749120.0,169062400.0,682246144.0,
0.0,0.249,99.501,0.249,0.0,0.0,0.0,24576.0,0.0,0.010,0.050,20480.0,104833024.0,105054208.0,15757312.0,169054208.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105046016.0,15757312.0,169062400.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105046016.0,15757312.0,169062400.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105046016.0,15757312.0,169062400.0,682246144.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105046016.0,15757312.0,169062400.0,682246144.0,
0.0,0.503,99.497,0.0,0.0,0.0,0.0,24576.0,0.0,0.010,0.050,20480.0,104833024.0,105046016.0,15765504.0,169054208.0,682246144.0,
0.249,0.249,99.501,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105037824.0,15765504.0,169062400.0,682246144.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105037824.0,15765504.0,169062400.0,682246144.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105037824.0,15765504.0,169062400.0,682246144.0,
0.0,0.249,99.751,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.050,20480.0,104833024.0,105037824.0,15765504.0,169062400.0,682246144.0,
