"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","dell01",,,,"User:","daniel"
"Cmdline:","dstat --output 4W64B2R.log",,,,"Date:","12 Jun 2015 13:50:33 PDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
5.889,1.447,91.214,1.138,0.004,0.309,542074.924,250492.986,0.0,0.0,4224.266,16400.365,816.995,1071.251
54.774,7.035,38.191,0.0,0.0,0.0,0.0,0.0,4579.0,5846.0,0.0,0.0,752.0,1219.0
70.352,9.548,1.508,18.090,0.0,0.503,8216576.0,0.0,526.0,109.0,8232960.0,0.0,1457.0,2177.0
75.127,7.614,10.152,6.091,0.0,1.015,2703360.0,172032.0,2082.0,851.0,2682880.0,0.0,1249.0,1720.0
54.726,9.950,35.323,0.0,0.0,0.0,0.0,0.0,1468.0,1493.0,0.0,0.0,1094.0,1625.0
89.0,4.500,6.0,0.0,0.0,0.500,0.0,0.0,846.0,1719.0,0.0,0.0,1424.0,1893.0
92.0,5.500,1.500,0.0,0.0,1.0,0.0,155648.0,1254.0,2853.0,0.0,155648.0,1232.0,1935.0
68.317,7.921,23.267,0.0,0.0,0.495,0.0,0.0,7698.0,13356.0,0.0,0.0,1068.0,1733.0
72.727,7.071,20.202,0.0,0.0,0.0,0.0,208896.0,2684.0,1863.0,0.0,0.0,1728.0,1668.0
68.687,9.091,21.212,1.010,0.0,0.0,8192.0,0.0,974.0,2341.0,0.0,0.0,954.0,1588.0
40.404,5.051,52.525,1.515,0.0,0.505,24576.0,0.0,1180.0,218.0,0.0,0.0,1477.0,2365.0
2.551,1.020,96.429,0.0,0.0,0.0,0.0,0.0,1102.0,3831.0,0.0,0.0,791.0,1239.0
1.531,1.020,97.449,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,861.0,1198.0
3.030,1.010,93.939,2.020,0.0,0.0,0.0,221184.0,1052.0,218.0,0.0,0.0,804.0,1292.0
2.041,0.510,97.449,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,762.0,1210.0
2.051,0.513,96.923,0.0,0.0,0.513,0.0,0.0,526.0,109.0,0.0,0.0,784.0,1247.0
1.508,2.010,96.482,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,790.0,1188.0
3.093,1.546,95.361,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,1155.0,1278.0
1.546,0.515,96.392,1.546,0.0,0.0,0.0,106496.0,1954.0,389.0,0.0,0.0,919.0,1328.0
2.020,1.010,96.970,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,686.0,1055.0
5.076,1.523,93.401,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,727.0,1174.0
14.872,2.051,83.077,0.0,0.0,0.0,0.0,0.0,870.0,378.0,0.0,0.0,1154.0,1647.0
3.590,1.538,94.872,0.0,0.0,0.0,0.0,0.0,2567.0,2290.0,0.0,0.0,1158.0,1472.0
11.616,3.030,84.848,0.0,0.0,0.505,0.0,0.0,2494.0,3327.0,0.0,0.0,1220.0,1794.0
13.846,0.513,84.103,1.026,0.0,0.513,0.0,114688.0,6323.0,15093.0,0.0,0.0,1231.0,1805.0
9.137,1.523,89.340,0.0,0.0,0.0,0.0,0.0,17364.0,51722.0,0.0,0.0,1185.0,1699.0
10.152,5.076,84.772,0.0,0.0,0.0,0.0,0.0,13199.0,13699.0,0.0,0.0,1220.0,1665.0
10.152,3.046,86.802,0.0,0.0,0.0,0.0,16384.0,14119.0,60663.0,0.0,0.0,1150.0,1619.0
3.046,1.015,95.939,0.0,0.0,0.0,0.0,0.0,16423.0,73206.0,0.0,0.0,862.0,1177.0
5.102,1.531,91.837,1.531,0.0,0.0,0.0,118784.0,1536.0,1094.0,0.0,0.0,1016.0,1450.0
4.082,1.020,94.898,0.0,0.0,0.0,0.0,0.0,9096.0,80881.0,0.0,0.0,1010.0,1451.0
2.051,1.538,96.410,0.0,0.0,0.0,0.0,0.0,5382.0,40640.0,0.0,0.0,982.0,1397.0
5.128,1.538,91.282,2.051,0.0,0.0,0.0,679936.0,751.0,257.0,0.0,0.0,1200.0,1486.0
5.128,2.051,92.308,0.0,0.0,0.513,0.0,0.0,5832.0,40323.0,0.0,0.0,1088.0,1546.0
6.122,1.531,91.837,0.510,0.0,0.0,0.0,139264.0,4187.0,39722.0,0.0,0.0,1087.0,1494.0
10.204,0.510,89.286,0.0,0.0,0.0,0.0,0.0,5944.0,50522.0,0.0,0.0,1093.0,1567.0
2.051,0.513,96.923,0.0,0.0,0.513,0.0,0.0,7196.0,30789.0,0.0,0.0,920.0,1462.0
2.564,1.538,95.897,0.0,0.0,0.0,0.0,49152.0,1332.0,358.0,0.0,0.0,906.0,1397.0
2.551,0.510,96.939,0.0,0.0,0.0,0.0,0.0,666.0,179.0,0.0,0.0,865.0,1362.0
4.082,1.020,94.898,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,984.0,1388.0
1.523,1.015,94.924,2.538,0.0,0.0,0.0,147456.0,4106.0,575.0,0.0,0.0,883.0,1283.0
3.571,1.531,94.898,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,1000.0,1470.0
2.051,0.513,97.436,0.0,0.0,0.0,0.0,327680.0,3580.0,466.0,0.0,0.0,897.0,1300.0
1.562,1.042,97.396,0.0,0.0,0.0,0.0,0.0,1192.0,288.0,0.0,0.0,932.0,1325.0
3.030,1.010,95.960,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,897.0,1322.0
3.608,1.546,94.845,0.0,0.0,0.0,0.0,0.0,666.0,179.0,0.0,0.0,1048.0,1419.0
1.554,1.036,95.855,1.554,0.0,0.0,0.0,122880.0,7440.0,1072.0,0.0,0.0,1133.0,1278.0
3.571,1.531,94.898,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,1018.0,1387.0
4.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,1954.0,389.0,0.0,0.0,1041.0,1293.0
4.103,0.513,95.385,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,1121.0,1386.0
2.041,1.020,96.939,0.0,0.0,0.0,0.0,0.0,3708.0,466.0,0.0,0.0,979.0,1279.0
4.082,1.020,93.367,1.531,0.0,0.0,0.0,106496.0,526.0,109.0,0.0,0.0,980.0,1425.0
2.551,0.510,96.939,0.0,0.0,0.0,0.0,4096.0,4106.0,575.0,0.0,0.0,891.0,1329.0
3.030,2.020,94.949,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,906.0,1421.0
2.020,1.515,96.465,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,829.0,1298.0
4.569,2.030,93.401,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,847.0,1380.0
4.040,0.505,93.434,2.020,0.0,0.0,0.0,106496.0,6634.0,887.0,0.0,0.0,900.0,1383.0
5.025,0.503,93.970,0.0,0.0,0.503,0.0,12288.0,526.0,109.0,0.0,0.0,778.0,1197.0
2.525,0.505,96.970,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,793.0,1094.0
3.061,1.020,95.918,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,894.0,1292.0
1.562,0.0,98.438,0.0,0.0,0.0,0.0,0.0,3580.0,466.0,0.0,0.0,1206.0,1243.0
3.590,1.538,94.872,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,1167.0,1378.0
3.046,0.508,94.416,1.523,0.0,0.508,0.0,167936.0,3580.0,466.0,0.0,0.0,1047.0,1334.0
4.639,1.546,93.814,0.0,0.0,0.0,0.0,0.0,1954.0,389.0,0.0,0.0,1080.0,1427.0
2.564,0.0,97.436,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,981.0,1269.0
4.040,1.515,93.939,0.0,0.0,0.505,0.0,0.0,526.0,109.0,0.0,0.0,1133.0,1377.0
3.077,1.026,95.897,0.0,0.0,0.0,0.0,0.0,3580.0,466.0,0.0,0.0,1083.0,1290.0
5.025,1.005,91.960,2.010,0.0,0.0,0.0,593920.0,4106.0,575.0,0.0,0.0,1024.0,1332.0
2.051,0.513,97.436,0.0,0.0,0.0,0.0,0.0,781.0,109.0,0.0,0.0,918.0,1277.0
4.040,1.515,93.939,0.0,0.0,0.505,0.0,0.0,526.0,109.0,0.0,0.0,1080.0,1409.0
3.553,0.508,95.939,0.0,0.0,0.0,0.0,0.0,4376.0,575.0,0.0,0.0,989.0,1388.0
19.095,2.010,78.894,0.0,0.0,0.0,0.0,0.0,526.0,173.0,0.0,0.0,1057.0,1406.0
5.556,1.515,90.909,2.020,0.0,0.0,0.0,180224.0,3580.0,466.0,0.0,0.0,863.0,1337.0
3.030,2.020,94.949,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,872.0,1359.0
1.031,2.062,96.907,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,1125.0,1256.0
4.061,1.523,94.416,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,897.0,1379.0
4.061,1.015,94.416,0.0,0.0,0.508,0.0,0.0,4106.0,575.0,0.0,0.0,967.0,1304.0
4.124,0.515,92.268,3.093,0.0,0.0,0.0,237568.0,3580.0,466.0,0.0,0.0,1077.0,1434.0
9.645,4.569,85.279,0.0,0.0,0.508,0.0,0.0,1954.0,389.0,0.0,0.0,1123.0,1518.0
5.102,1.020,93.878,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,1104.0,1338.0
1.538,1.026,97.436,0.0,0.0,0.0,0.0,0.0,3580.0,466.0,0.0,0.0,952.0,1194.0
2.564,1.026,96.410,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,1005.0,1484.0
2.030,1.523,96.447,0.0,0.0,0.0,0.0,0.0,4106.0,575.0,0.0,0.0,694.0,1100.0
5.500,2.0,91.500,1.0,0.0,0.0,0.0,106496.0,526.0,109.0,0.0,0.0,805.0,1288.0
2.041,1.020,96.939,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,903.0,1225.0
3.077,1.026,95.897,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,894.0,1264.0
2.538,1.015,96.447,0.0,0.0,0.0,0.0,0.0,3580.0,466.0,0.0,0.0,902.0,1261.0
3.046,1.523,95.431,0.0,0.0,0.0,0.0,16384.0,3580.0,466.0,0.0,0.0,850.0,1199.0
1.020,1.531,95.408,1.531,0.0,0.510,0.0,118784.0,1052.0,218.0,0.0,0.0,788.0,1127.0
2.538,2.030,95.431,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,957.0,1208.0
2.513,2.010,95.477,0.0,0.0,0.0,0.0,0.0,3708.0,466.0,0.0,0.0,974.0,1313.0
3.030,1.010,95.455,0.0,0.0,0.505,0.0,0.0,1052.0,218.0,0.0,0.0,920.0,1345.0
5.025,1.005,93.970,0.0,0.0,0.0,0.0,49152.0,3580.0,530.0,0.0,0.0,810.0,1295.0
4.975,2.488,92.537,0.0,0.0,0.0,0.0,0.0,1954.0,389.0,0.0,0.0,953.0,1412.0
1.036,0.518,96.373,2.073,0.0,0.0,0.0,114688.0,1052.0,218.0,0.0,0.0,997.0,1250.0
3.061,1.020,95.918,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,991.0,1366.0
3.046,1.523,95.431,0.0,0.0,0.0,0.0,0.0,3580.0,466.0,0.0,0.0,971.0,1377.0
3.553,1.523,93.909,1.015,0.0,0.0,0.0,643072.0,4106.0,575.0,0.0,0.0,1049.0,1292.0
2.041,0.510,97.449,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,976.0,1265.0
3.571,2.041,92.857,1.531,0.0,0.0,0.0,139264.0,526.0,109.0,0.0,0.0,1049.0,1344.0
2.551,0.510,96.939,0.0,0.0,0.0,0.0,0.0,4106.0,575.0,0.0,0.0,1066.0,1229.0
3.553,2.538,93.909,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,1211.0,1313.0
2.051,1.026,96.923,0.0,0.0,0.0,0.0,0.0,3580.0,466.0,0.0,0.0,1113.0,1292.0
2.525,1.515,95.455,0.0,0.0,0.505,0.0,0.0,1052.0,218.0,0.0,0.0,937.0,1317.0
2.041,0.510,95.918,1.531,0.0,0.0,0.0,106496.0,526.0,109.0,0.0,0.0,873.0,1308.0
3.608,0.515,95.876,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,1076.0,1362.0
2.051,1.026,96.923,0.0,0.0,0.0,0.0,0.0,4106.0,575.0,0.0,0.0,837.0,1343.0
2.577,1.031,96.392,0.0,0.0,0.0,0.0,0.0,3580.0,466.0,0.0,0.0,877.0,1377.0
1.015,2.030,96.954,0.0,0.0,0.0,0.0,0.0,1954.0,389.0,0.0,0.0,825.0,1270.0
3.518,2.010,94.472,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,921.0,1388.0
1.538,1.026,96.410,1.026,0.0,0.0,0.0,110592.0,3708.0,466.0,0.0,0.0,964.0,1319.0
2.073,1.036,96.373,0.0,0.0,0.518,0.0,0.0,526.0,173.0,0.0,0.0,1091.0,1297.0
2.551,0.510,96.939,0.0,0.0,0.0,0.0,0.0,4036.0,288.0,0.0,0.0,853.0,1307.0
3.535,1.515,94.949,0.0,0.0,0.0,0.0,0.0,596.0,396.0,0.0,0.0,935.0,1341.0
1.523,1.015,96.954,0.0,0.0,0.508,0.0,0.0,526.0,109.0,0.0,0.0,887.0,1237.0
6.599,1.015,91.878,0.0,0.0,0.508,0.0,0.0,1052.0,218.0,0.0,0.0,1148.0,1341.0
1.538,1.538,95.385,1.538,0.0,0.0,0.0,110592.0,3580.0,466.0,0.0,0.0,935.0,1287.0
2.030,2.538,95.431,0.0,0.0,0.0,0.0,0.0,3580.0,466.0,0.0,0.0,903.0,1279.0
1.026,0.513,98.462,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,798.0,1058.0
2.551,1.020,96.429,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,891.0,1185.0
1.531,1.020,97.449,0.0,0.0,0.0,0.0,0.0,3580.0,466.0,0.0,0.0,1031.0,1223.0
3.553,1.015,95.431,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,974.0,1368.0
3.046,0.508,94.924,1.523,0.0,0.0,0.0,106496.0,526.0,109.0,0.0,0.0,961.0,1307.0
4.040,2.020,93.434,0.0,0.505,0.0,0.0,0.0,5008.0,746.0,0.0,0.0,894.0,1311.0
1.531,1.020,97.449,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,776.0,1172.0
4.020,1.005,94.472,0.0,0.0,0.503,0.0,0.0,526.0,109.0,0.0,0.0,900.0,1331.0
3.046,1.523,95.431,0.0,0.0,0.0,0.0,0.0,3629.0,466.0,0.0,0.0,852.0,1311.0
2.030,1.015,96.447,0.0,0.0,0.508,0.0,57344.0,4106.0,575.0,0.0,0.0,916.0,1299.0
1.538,0.513,93.846,4.103,0.0,0.0,0.0,114688.0,622.0,109.0,0.0,0.0,907.0,1277.0
5.612,1.531,92.857,0.0,0.0,0.0,0.0,0.0,718.0,109.0,0.0,0.0,891.0,1344.0
1.538,0.513,97.949,0.0,0.0,0.0,0.0,0.0,4283.0,575.0,0.0,0.0,934.0,1286.0
6.701,1.031,92.268,0.0,0.0,0.0,0.0,0.0,526.0,173.0,0.0,0.0,1316.0,1278.0
4.592,1.020,94.388,0.0,0.0,0.0,0.0,36864.0,526.0,109.0,0.0,0.0,1149.0,1288.0
3.093,1.031,92.268,3.608,0.0,0.0,0.0,704512.0,4155.0,575.0,0.0,0.0,1136.0,1315.0
2.525,0.505,96.970,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,903.0,1249.0
3.571,1.531,94.898,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,1113.0,1315.0
3.500,1.500,95.0,0.0,0.0,0.0,0.0,0.0,4231.0,575.0,0.0,0.0,930.0,1310.0
3.046,1.523,94.924,0.0,0.0,0.508,0.0,0.0,4041.0,938.0,0.0,0.0,920.0,1390.0
8.247,1.031,89.175,1.546,0.0,0.0,0.0,110592.0,2500.0,1079.0,0.0,0.0,1086.0,1521.0
5.612,1.531,92.857,0.0,0.0,0.0,0.0,0.0,16112.0,26264.0,0.0,0.0,956.0,1484.0
2.551,0.510,96.939,0.0,0.0,0.0,0.0,0.0,12290.0,14307.0,0.0,0.0,888.0,1419.0
10.714,1.531,87.755,0.0,0.0,0.0,0.0,0.0,5496.0,1107.0,0.0,0.0,1075.0,1652.0
3.015,1.508,95.477,0.0,0.0,0.0,0.0,0.0,20781.0,29044.0,0.0,0.0,885.0,1407.0
7.614,2.030,89.848,0.0,0.0,0.508,0.0,0.0,5179.0,1410.0,0.0,0.0,1031.0,1617.0
4.020,1.005,93.970,1.005,0.0,0.0,0.0,106496.0,20968.0,29149.0,0.0,0.0,965.0,1423.0
6.0,1.500,92.500,0.0,0.0,0.0,0.0,0.0,5069.0,560.0,0.0,0.0,777.0,1285.0
13.636,0.505,85.859,0.0,0.0,0.0,0.0,0.0,12320.0,1326.0,0.0,0.0,780.0,1286.0
4.615,1.538,93.846,0.0,0.0,0.0,0.0,0.0,12016.0,1292.0,0.0,0.0,767.0,1197.0
3.015,0.503,96.482,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,761.0,1123.0
3.046,1.523,95.431,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,861.0,1311.0
2.041,0.510,95.408,2.041,0.0,0.0,0.0,110592.0,7693.0,984.0,0.0,0.0,863.0,1303.0
3.061,1.531,95.408,0.0,0.0,0.0,0.0,0.0,1052.0,282.0,0.0,0.0,933.0,1383.0
2.020,1.515,95.960,0.0,0.0,0.505,0.0,0.0,666.0,179.0,0.0,0.0,877.0,1339.0
3.571,1.531,94.898,0.0,0.0,0.0,0.0,0.0,2518.0,746.0,0.0,0.0,984.0,1427.0
3.553,1.015,95.431,0.0,0.0,0.0,0.0,0.0,1192.0,288.0,0.0,0.0,975.0,1310.0
3.046,1.523,94.416,1.015,0.0,0.0,0.0,110592.0,526.0,109.0,0.0,0.0,915.0,1414.0
5.882,0.980,92.647,0.0,0.0,0.490,0.0,0.0,3238.0,466.0,0.0,0.0,934.0,1430.0
3.046,1.015,95.939,0.0,0.0,0.0,0.0,0.0,3764.0,575.0,0.0,0.0,849.0,1341.0
2.551,0.510,96.939,0.0,0.0,0.0,0.0,69632.0,526.0,109.0,0.0,0.0,804.0,1317.0
3.590,0.513,95.897,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,863.0,1381.0
2.030,1.015,95.431,1.523,0.0,0.0,0.0,118784.0,4031.0,575.0,0.0,0.0,850.0,1281.0
3.0,2.500,94.500,0.0,0.0,0.0,0.0,0.0,622.0,109.0,0.0,0.0,936.0,1399.0
1.554,0.0,98.446,0.0,0.0,0.0,0.0,0.0,622.0,109.0,0.0,0.0,920.0,1349.0
3.553,0.508,95.939,0.0,0.0,0.0,0.0,8192.0,1616.0,505.0,0.0,0.0,860.0,1354.0
2.030,0.508,97.462,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,856.0,1301.0
3.061,1.020,92.857,2.551,0.0,0.510,0.0,114688.0,526.0,109.0,0.0,0.0,1021.0,1428.0
2.030,1.523,96.447,0.0,0.0,0.0,0.0,0.0,3764.0,575.0,0.0,0.0,889.0,1356.0
3.518,1.508,94.975,0.0,0.0,0.0,0.0,0.0,3238.0,466.0,0.0,0.0,905.0,1359.0
2.051,0.513,97.436,0.0,0.0,0.0,0.0,573440.0,1954.0,389.0,0.0,0.0,862.0,1261.0
2.564,0.513,96.923,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,867.0,1386.0
0.513,1.026,96.410,1.538,0.0,0.513,0.0,139264.0,3409.0,466.0,0.0,0.0,843.0,1305.0
3.518,1.508,94.975,0.0,0.0,0.0,0.0,0.0,654.0,109.0,0.0,0.0,844.0,1362.0
2.041,0.510,97.449,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,904.0,1297.0
2.577,0.515,96.907,0.0,0.0,0.0,0.0,0.0,1090.0,396.0,0.0,0.0,897.0,1349.0
2.020,1.515,96.465,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,913.0,1281.0
4.082,0.510,95.408,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,923.0,1341.0
2.525,1.515,94.444,1.515,0.0,0.0,0.0,106496.0,3238.0,466.0,0.0,0.0,944.0,1346.0
3.046,1.015,95.939,0.0,0.0,0.0,0.0,0.0,3238.0,466.0,0.0,0.0,817.0,1215.0
2.525,0.505,96.970,0.0,0.0,0.0,0.0,4096.0,1052.0,282.0,0.0,0.0,687.0,1105.0
8.040,2.513,89.447,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,789.0,1301.0
1.531,1.020,97.449,0.0,0.0,0.0,0.0,0.0,3409.0,466.0,0.0,0.0,817.0,1294.0
6.701,1.031,90.206,2.062,0.0,0.0,0.0,110592.0,1052.0,218.0,0.0,0.0,861.0,1403.0
1.531,1.020,97.449,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,821.0,1361.0
2.551,2.041,94.898,0.0,0.0,0.510,0.0,0.0,2518.0,676.0,0.0,0.0,912.0,1461.0
2.020,1.010,96.970,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,923.0,1297.0
4.569,0.508,94.924,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,954.0,1435.0
1.531,1.020,96.429,1.020,0.0,0.0,0.0,114688.0,3238.0,466.0,0.0,0.0,957.0,1363.0
3.030,1.515,95.455,0.0,0.0,0.0,0.0,0.0,3764.0,575.0,0.0,0.0,866.0,1325.0
2.525,0.505,96.970,0.0,0.0,0.0,0.0,69632.0,526.0,109.0,0.0,0.0,854.0,1285.0
3.077,1.026,95.897,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,838.0,1320.0
2.020,1.010,96.970,0.0,0.0,0.0,0.0,0.0,3935.0,575.0,0.0,0.0,825.0,1345.0
2.051,1.026,96.923,0.0,0.0,0.0,0.0,0.0,654.0,109.0,0.0,0.0,843.0,1316.0
1.531,1.020,95.408,2.041,0.0,0.0,0.0,118784.0,526.0,109.0,0.0,0.0,840.0,1329.0
2.051,1.026,96.923,0.0,0.0,0.0,0.0,0.0,1616.0,505.0,0.0,0.0,896.0,1413.0
1.026,0.513,98.462,0.0,0.0,0.0,0.0,0.0,526.0,173.0,0.0,0.0,881.0,1303.0
2.041,1.531,96.429,0.0,0.0,0.0,0.0,0.0,590.0,109.0,0.0,0.0,850.0,1410.0
2.525,1.515,95.960,0.0,0.0,0.0,0.0,0.0,3883.0,575.0,0.0,0.0,872.0,1307.0
3.046,1.523,94.416,1.015,0.0,0.0,0.0,106496.0,3238.0,466.0,0.0,0.0,839.0,1364.0
1.026,0.513,97.949,0.0,0.0,0.513,0.0,651264.0,1954.0,389.0,0.0,0.0,912.0,1307.0
2.551,1.531,95.918,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,929.0,1391.0
1.523,1.015,97.462,0.0,0.0,0.0,0.0,0.0,3458.0,466.0,0.0,0.0,948.0,1314.0
3.046,1.523,95.431,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,937.0,1410.0
1.515,1.010,95.455,2.020,0.0,0.0,0.0,192512.0,1052.0,218.0,0.0,0.0,852.0,1315.0
2.538,1.015,95.939,0.0,0.0,0.508,0.0,0.0,1090.0,396.0,0.0,0.0,891.0,1355.0
0.510,1.531,97.959,0.0,0.0,0.0,0.0,0.0,526.0,109.0,0.0,0.0,777.0,1275.0
2.564,1.026,96.410,0.0,0.0,0.0,0.0,0.0,1052.0,218.0,0.0,0.0,878.0,1372.0
1.026,1.026,97.949,0.0,0.0,0.0,0.0,0.0,3238.0,466.0,0.0,0.0,938.0,1342.0
