"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","pi00",,,,"User:","daniel"
"Cmdline:","dstat --output str_1W0SCR.log",,,,"Date:","13 Jun 2015 03:42:30 PDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
9.052,0.367,90.034,0.445,0.000,0.103,435114.232,281403.620,0.0,0.0,0.0,3.568,546.757,316.039
0.995,0.498,98.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,447.0
1.229,1.229,97.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,423.0
1.724,0.739,97.537,0.0,0.0,0.0,0.0,0.0,144.0,543.0,0.0,0.0,525.0,459.0
2.689,0.244,97.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,441.0
1.481,0.494,98.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,433.0
0.495,1.238,98.020,0.248,0.0,0.0,0.0,65536.0,144.0,543.0,0.0,0.0,541.0,465.0
0.248,1.485,98.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,429.0
0.248,1.485,98.267,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,517.0,439.0
1.966,0.983,97.052,0.0,0.0,0.0,0.0,0.0,92.0,543.0,0.0,0.0,537.0,474.0
0.995,0.249,98.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,437.0
0.988,0.988,98.025,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,509.0,426.0
1.241,0.496,98.263,0.0,0.0,0.0,0.0,24576.0,144.0,543.0,0.0,0.0,534.0,484.0
0.998,0.249,98.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,456.0
1.724,0.493,97.783,0.0,0.0,0.0,0.0,0.0,52.0,365.0,0.0,0.0,521.0,457.0
1.728,0.494,97.778,0.0,0.0,0.0,0.0,0.0,144.0,543.0,0.0,0.0,523.0,474.0
0.983,1.229,97.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,428.0
0.983,1.474,97.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,430.0
1.241,0.744,98.015,0.0,0.0,0.0,0.0,32768.0,92.0,543.0,0.0,0.0,533.0,496.0
0.985,1.478,97.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,468.0
1.232,0.985,97.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,459.0
1.720,0.983,97.297,0.0,0.0,0.0,0.0,0.0,92.0,543.0,0.0,0.0,529.0,463.0
1.229,1.229,97.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,442.0
0.495,1.485,98.020,0.0,0.0,0.0,0.0,65536.0,0.0,0.0,0.0,0.0,528.0,449.0
1.716,0.980,97.059,0.245,0.0,0.0,0.0,40960.0,92.0,543.0,0.0,0.0,537.0,479.0
1.232,0.739,98.030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,433.0
1.232,1.232,97.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,418.0
1.956,0.978,97.066,0.0,0.0,0.0,0.0,0.0,92.0,543.0,0.0,0.0,530.0,453.0
1.241,0.744,98.015,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,524.0,438.0
1.478,0.739,97.783,0.0,0.0,0.0,0.0,0.0,52.0,365.0,0.0,0.0,526.0,436.0
1.975,0.247,97.778,0.0,0.0,0.0,0.0,32768.0,92.0,543.0,0.0,0.0,539.0,475.0
1.728,0.247,98.025,0.0,0.0,0.0,0.0,0.0,754.0,0.0,0.0,0.0,527.0,449.0
1.956,0.978,97.066,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,528.0,455.0
1.232,1.478,97.291,0.0,0.0,0.0,0.0,73728.0,138.0,543.0,0.0,0.0,578.0,534.0
0.993,0.496,98.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,450.0
0.988,1.481,97.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,446.0
0.490,2.206,97.059,0.245,0.0,0.0,0.0,40960.0,144.0,543.0,0.0,0.0,545.0,475.0
0.744,0.744,98.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,447.0
0.746,0.498,98.756,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,517.0,431.0
0.993,0.744,98.263,0.0,0.0,0.0,0.0,0.0,222.0,543.0,0.0,0.0,524.0,454.0
1.961,0.735,97.304,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,521.0,437.0
1.716,0.980,97.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,430.0
19.853,4.167,75.735,0.245,0.0,0.0,794624.0,24576.0,2149.0,2488.0,0.0,0.0,817.0,801.0
29.280,1.489,69.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,532.0
25.743,1.238,73.020,0.0,0.0,0.0,0.0,0.0,52.0,365.0,0.0,0.0,636.0,509.0
25.743,4.455,69.802,0.0,0.0,0.0,40960.0,0.0,92.0,543.0,0.0,0.0,831.0,870.0
27.361,3.390,69.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,566.0
27.139,2.934,69.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,569.0
28.155,3.883,67.476,0.485,0.0,0.0,0.0,204800.0,138.0,543.0,0.0,0.0,695.0,582.0
30.123,2.222,67.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,525.0
29.177,2.494,68.329,0.0,0.0,0.0,0.0,0.0,142.0,93.0,0.0,0.0,697.0,576.0
28.429,2.993,68.579,0.0,0.0,0.0,8192.0,0.0,138.0,543.0,0.0,0.0,743.0,803.0
33.333,2.963,63.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,633.0
31.605,2.469,65.679,0.247,0.0,0.0,0.0,98304.0,0.0,0.0,0.0,0.0,945.0,1103.0
29.777,3.474,66.501,0.0,0.0,0.248,0.0,0.0,92.0,543.0,0.0,0.0,876.0,1059.0
29.545,3.535,66.919,0.0,0.0,0.0,0.0,0.0,261.0,426.0,0.0,0.0,942.0,1171.0
43.641,4.489,51.870,0.0,0.0,0.0,0.0,0.0,2379.0,1885.0,0.0,0.0,1518.0,2441.0
