Sun Jun 14 03:48:19 PDT 2015,sun.util.calendar.ZoneInfo[id="America/Los_Angeles",offset=-28800000,dstSavings=3600000,useDaylight=true,transitions=185,lastRule=java.util.SimpleTimeZone[id=America/Los_Angeles,offset=-28800000,dstSavings=3600000,useDaylight=true,startYear=0,startMode=3,startMonth=2,startDay=8,startDayOfWeek=1,startTime=7200000,startTimeMode=0,endMode=3,endMonth=10,endDay=1,endDayOfWeek=1,endTime=7200000,endTimeMode=0]]
Score,Message Content
4.727367850546441,"""RT @Alex_De_Abreu: #SxmiPrésident j'voterai a la place de tte ma miff"""
0.0,"""Vamos con el domingo 👏"""
3.314198050943418,"""RT @ABOsonenc: Xavi Rodriguez, director tècnic de la @FCBQ, recorda Pere Tallant (@cbcampdevanol) al #DiaEntrenadorBQ organitzat per @FCBQt…"""
52.664102187499815,"""Tou com uma cara... Estou todo fdd de ontem."""
0.0,"""RT @CallmeLysa: j'assume tellement pas mon montage mais c'est cette évolution qui me rend fière (@kevadamsss) http://t.co/hrLuXCTm1K"""
61.41745424575114,"""Flat white in the making - beautiful machine! http://t.co/HXlG4rRbZh"""
4.727367850546441,"""RT @Alex_De_Abreu: #SxmiPrésident j'voterai a la place de tte ma miff"""
0.0,"""RT @DemiNeonWarrior: @Bekahlovatic http://t.co/4Bhr14qUzv"""
0.0,"""Adoro esta musica xD"""
0.0,"""(وأنا كنا نقعد منها مقاعد للسمع فمن يستمع الآن يجد له شهابا رصدا) [الجن:9] http://t.co/0uoWiEWTBg"""
6.258435175859986,"""#youtube Big Sean - Blessings (Explicit) ft. Drake, Kanye West http://t.co/Pz3NzwJhzI"""
0.0,"""RT @rusdelfi_lv США могут разместить в Балтии тяжелую военную технику http://t.co/BkJ9phuY00"""
0.0,"""@naaathygarciaaa lo mejor, linda noche😀"""
0.0,"""@pmdp0 confirmado ?"""
0.0,"""RT @FotosTiosBuenos: http://t.co/C0qZj5JK5a"""
82.91637502483717,"""We may have challenges, but God will give us strength. Even in our darkest hour we must know He will be there."""
0.0,"""今楽にしてやる"""
0.0,"""あとでサザエさん受け取るかな。"""
0.0,"""RT @7aumiedo3k8j: 究極のキャラクタークリエイト！ このRPGが熱い！  iOSもAndroidも ⇒http://t.co/z6raSbQIkR  アイテム2000種類以上☆ http://t.co/i3hIZNGgSg"""
0.0,"""http://t.co/8uW7VkTLhO 89"""
0.0,"""@_nana_eight 池上彰wwwww"""
0.0,"""ليس الخآئف من الله الذي يبكي فيعصر عينيه آنمآ الخآئف من ترگ ما أشتھى من الحرآم وھو يقدر عليه        http://t.co/0EEfIFetH4"""
0.0,"""RT @intournational: http://t.co/pP2yuzYhBR"""
0.0,"""いーや。なすに任せよ"""
0.0,"""RT @jilboobs_selfie: merah menggoda #2 http://t.co/8Lo5Mbbfpk"""
0.0,"""RT @5mx7rt2g6o31: あの元AKBの板野友美 が使用していたダイエットサプリ!!  前回の売り切れから100個だけ再入荷  ⇒http://t.co/rwjVGkN0gK  購入者が殺到しているらしいから急げ (੭ु ‾̑ω‾̑)੭ु⁾⁾ http://t.co/…"""
0.0,"""@ky_gbflv 流石に製造するまでには誰か気づいたんだろうけどその時点ではもう修正してる予算なくてなくなく仕様になっちゃったパターンかな？"""
0.0,"""社長だ"""
0.0,"""latte apa smoothie? .nyasar https://t.co/NTXCoEFaeI"""
3.8261480286695666,"""RT @vimalpalinsan1: #MSGDoing111WelfareWorks   Guru ji promoting girls education through awareness & faciliation"""""
0.0,"""Já se faz 1 mês de academia acho que ta tendo evolução http://t.co/C1G2l6zStW"""
0.0,"""@sacchan_ur 左ゲロ吐く前の酔っ払いっぽいw"""
0.0,"""no me gusta esta foto en el sentido de que fue en Goya y yo no estaba lmao http://t.co/7zfPs1T1Qk"""
134.86690513453206,"""You may appear highly energetic and overly enthusiastic today,... More for Leo http://t.co/PxdAFx9HNq"""
0.6686962533150421,"""@klarenzgaddi | Follow Me Klarenz Gaddi x59"""
0.0,"""@nakamurasan_s15 うちは鉄くず鎮守府ですo< ´・ω・` >o 指揮してるやつが一番ゴミなんですけどね(V)o￥o(V) 何故三日月だけ厳選したのか。まずは大和厳選から始めましょう！ 自分がおぼえていられるのは主であるsnowさんだけです！ 人柱任せて！"""
0.0,"""飽きた飽きた言いながらちゃんとペン動かす俺えらい…:(´◦ω◦｀): http://t.co/Ga2yHkRrxT"""
87.92008651910247,"""I'm aware that physical appearance is a very temporary gift. But I keep it all in check and don't let it consume me. http://t.co/piCguFWlEH"""
0.0,"""Entretien de chaudière : Absolbat à Paris: Profitez de 61% de #réduction Un contrat… http://t.co/46Y5o8DoSN http://t.co/YTrESE1zA6"""
0.0,"""شاهد عرض اليوم ممتاز فيلا للبيع 375م²  بــالوادى  9795 0536006688 يسعدنا ويشرفنا الرد على استفسارتكم على الواتس 0555444150"""
0.0,"""УЖЕ ЗАДОЛБАЛИ ЧЕСТНОЕ СЛОВО ИДИТЕ НАХУЙ УЁБКИ ВСЁ ЗАИГНОРИЛА ВСЕХ БОЛЬШЕ Я НИ С КЕМ НЕ ОБЩАЮСЬ!!!!!!!!!!!!!!!!!!"""
0.0,"""RT @georgeagopopit: http://t.co/SykG2BD2g8 #Как сделать себе 2 игрока в вормиксе"""
0.0,"""#Билд дк пвп 3.3.5 с отхилом http://t.co/3qp8ZeOEC0"""
95.50888464207505,"""RT @islamicfreedom: ONLY 4 days left the Beginning of #Ramadan2015   Refresh you Spirit CLICK This Link!!!  http://t.co/2cpm9DKhBo http://t…"""
0.0,"""RT @ojoaodias: mandem dm"""
89.94394090587349,"""By just being you, you make a profound difference. Don't ever forget that you matter. :) #beYOUtiful https://t.co/62U7Azr7JN"""
0.0,"""RT @FFNatation: 2 médailles d'or et 1 billet pour les JO 2016, objectif atteint pour @rossetdiver ! #TeamFrance #TeamFFN #Rostock2015 http:…"""
